url,favs_lognorm
https://habrahabr.ru/post/314080/,0.4258751701442943
https://habrahabr.ru/company/plesk/blog/313732/,-1.07612611117719
https://habrahabr.ru/company/etagi/blog/314000/,0.6618471843320616
https://habrahabr.ru/company/knopka/blog/314030/,0.5181591678568555
https://geektimes.ru/company/audiomania/blog/282058/,1.14710763298302
https://habrahabr.ru/company/pechkin/blog/314066/,0.26891986656390676
https://habrahabr.ru/company/first/blog/314106/,0.5401422537912701
https://habrahabr.ru/company/vasexperts/blog/313558/,0.24060025520706144
https://habrahabr.ru/post/314108/,1.6613028577479299
https://habrahabr.ru/company/cbs/blog/313830/,0.24671005082328487
https://habrahabr.ru/company/jugru/blog/313908/,0.2252390425913376
https://habrahabr.ru/post/314110/,0.36116336483796063
https://habrahabr.ru/company/pt/blog/314112/,0.01757817727915091
https://habrahabr.ru/company/solarsecurity/blog/312056/,0.07288796368870966
https://habrahabr.ru/post/314114/,0.7946549454095049
https://habrahabr.ru/post/314118/,1.3191113924360862
https://habrahabr.ru/post/314122/,0.5198469613306181
https://geektimes.ru/company/dadget/blog/281786/,0.1311952014267788
https://habrahabr.ru/company/kickidler/blog/314042/,-0.4436456759613503
https://habrahabr.ru/company/it-grad/blog/312042/,-0.10925391156355141
https://habrahabr.ru/company/1cloud/blog/314022/,-0.24597413966008988
https://habrahabr.ru/post/314126/,-0.6533946644606023
https://habrahabr.ru/post/313966/,0.44501888364675624
https://habrahabr.ru/company/piter/blog/314120/,0.46008721944215747
https://geektimes.ru/post/282094/,0.14600159143725952
https://habrahabr.ru/company/regionsoft/blog/314130/,-0.3373358761910239
https://habrahabr.ru/company/ru_mts/blog/314134/,0.369188967619291
https://habrahabr.ru/post/314028/,0.6559623593655319
https://habrahabr.ru/post/314136/,-0.14965105770617462
https://habrahabr.ru/post/313904/,0.29376299593288446
https://habrahabr.ru/post/314140/,0.5872262216573806
https://habrahabr.ru/company/acronis/blog/309688/,0.0007152707722841295
https://geektimes.ru/post/282096/,-0.4087969684524734
https://habrahabr.ru/post/314142/,0.06031437643065198
https://habrahabr.ru/company/ivideon/blog/314138/,0.19399492308612748
https://geektimes.ru/post/282104/,0.3331789423707252
https://geektimes.ru/post/282102/,-0.2957502599284749
https://geektimes.ru/post/282016/,-0.06643279140772693
https://geektimes.ru/company/piter/blog/282106/,0.3249566146044428
https://habrahabr.ru/post/314150/,0.28144051925153213
https://habrahabr.ru/company/mailru/blog/313880/,1.2697872080718422
https://geektimes.ru/company/comfortway/blog/282108/,-0.09514552382645886
https://habrahabr.ru/company/erlyvideo/blog/314146/,-0.1814675407000125
https://geektimes.ru/company/atlasbiomed/blog/282110/,0.30309238993548404
https://habrahabr.ru/company/npl/blog/314160/,0.08553531540666853
https://habrahabr.ru/company/edison/blog/314094/,-0.22307823973271004
https://geektimes.ru/post/282112/,-0.516326912819202
https://habrahabr.ru/company/ruvds/blog/314166/,0.4320817482758005
https://geektimes.ru/company/gearbest/blog/282114/,0.058670226863658116
https://habrahabr.ru/post/314172/,0.8741522298810959
https://geektimes.ru/post/282116/,0.47270498289301544
https://geektimes.ru/company/intel/blog/282026/,0.19405397128143195
https://habrahabr.ru/post/313776/,1.774728419743069
https://habrahabr.ru/post/314174/,0.2401448779916953
https://geektimes.ru/post/282118/,1.1059733179328326
https://geektimes.ru/post/282122/,0.5830677767221074
https://habrahabr.ru/company/FastVPS/blog/314178/,-0.4782415473521333
https://habrahabr.ru/post/314180/,0.5586108714774563
https://geektimes.ru/post/282446/,0.4349368408594436
https://habrahabr.ru/post/314184/,1.0122817711685934
https://habrahabr.ru/post/313954/,-0.6458049209204921
https://habrahabr.ru/post/314186/,0.7913063811626708
https://geektimes.ru/post/282124/,-0.42971454894310346
https://habrahabr.ru/post/314190/,-1.1559069946801837
https://geektimes.ru/company/madrobots/blog/282126/,0.5824864117969076
https://habrahabr.ru/post/314188/,-0.035768154605788444
https://geektimes.ru/post/282128/,0.5225269613863074
https://habrahabr.ru/post/314194/,0.47561077026863463
https://geektimes.ru/post/282132/,-1.0032536016025404
https://habrahabr.ru/post/314208/,0.31352053132294977
https://habrahabr.ru/post/312352/,0.016100685681722557
https://habrahabr.ru/post/314202/,0.12721215318063273
https://habrahabr.ru/post/314210/,1.1701071133124343
